Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,class
LC,X11,PoS,657000000.0,657000000,-0.34111956703949964,1.0839809694451086,-0.20645367024422698,Lutetium Coin,0
KMD,Equihash,dPoW/PoW,115898131.0,200000000,-0.2676487100118476,-1.6672295249291993,0.06469706118240987,Komodo,2
GB,X11,PoW/PoS,15563873.0,50000000,-0.39790270179530446,1.1209653183862103,-0.5032784217005746,GoldBlocks,0
CTC,Scrypt,PoW/PoS,43165500.0,90000000,-0.3335678534054982,0.9106798350764491,-0.5844526768247278,CarterCoin,0
KRB,CryptoNight,PoW,7822432.72439746,10000000,0.3072615088307846,-2.2043422786604414,0.42043778058014625,Karbo,2
BXT,SHA-256,PoW/PoS,595429.0,21000000,-0.3107041803265128,0.8145679715018198,-0.4135531755413385,BitTokens,0
ZYD,SHA-256,PoW,6243840.0,9736000,-0.14345129885078337,-1.2563055745469605,0.17635761956095258,ZayedCoin,2
MST,X11,PoW/PoS,657636.34549789,3000000,-0.39841810084358587,1.120969758252883,-0.5032662059058186,MustangCoin,0
ZNE,Scrypt,PoW/PoS,2581970.0,21000000,-0.3345529231388814,0.9106743896637995,-0.5844272605041224,ZoneCoin,0
COVAL,Multiple,PoW,1000000000.0,1200000000,-0.11162021560133117,-1.770686419667778,0.3903882705557547,Circuits of Value,2
ROOT,Scrypt,PoW/PoS,1939889.0,0,-0.3347096958582832,0.9106802236274493,-0.5844242104588477,RootCoin,0
DOPE,Scrypt,PoW,116845228.0,200000000,-0.16462397592561515,-1.160186247150943,0.005414767700433119,DopeCoin,2
BTCR,Scrypt,PoS,169598616.0,0,-0.2880185469741796,0.8735732720878134,-0.28732914925519487,BitCurrency,0
DLC,SHA-256,PoW,9106714.0,10638298,-0.1434099297378318,-1.2563040113002741,0.17635635401268895,DollarCoin,2
SCN,Scrypt,PoW/PoW,665200057.0,3100000000,-0.24986451171562987,0.1680436607550348,-0.43396074350482633,Swiscoin,0
SH,Scrypt,PoW,11119200.0,30000000,-0.16712104458367205,-1.1602033341045723,0.005479683445911561,Shilling,2
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000,0.046698277349235096,1.8729796291865628,-0.7909198903231931,BuzzCoin,0
XPO,PoS,PoS,74033806.79496829,74000000,-0.3588755950182956,1.9389407942239243,-0.146299440586315,Opair,0
PSB,Scrypt,PoW/PoS,33522957.0,0,-0.3343239074746155,0.9107004293173339,-0.5844368479622334,PesoBit,0
HALLO,X11,PoW/PoS,264678458.28861898,1500000000,-0.3845765181136087,1.1206935080979659,-0.5035709599593978,Halloween Coin,0
XZC,Lyra2Z,PoW,7568281.24956067,21400000,-0.16139823970494727,-2.1558407646224405,0.4589442351231373,ZCoin,2
CFC,PoS,PoS,148716816.0,39999898,-0.35820446416402096,1.9389986842447686,-0.14632480168422413,CoffeeCoin,0
ROYAL,X13,PoS,2500124.0,2500124,-0.22902575827812524,1.7309790793606825,-0.3961893823055764,RoyalCoin,0
GNJ,X14,PoW/PoS,100000000.0,100000000,-0.41192929482106483,1.6581391683819489,-0.7957348566581469,GanjaCoin V2,0
TEAM,PoS,PoS,17818682.1654,301000000,-0.35795240604338907,1.938837327142481,-0.1463071392865765,TeamUP,0
LANA,SHA-256D,PoW/PoS,1082162635.5368302,7506000000,-0.26783254987136923,1.864862131170012,-0.7818573593325214,LanaCoin,0
ELE,Ethash,PoW,26205539.0,26205539,-0.14662143167145725,-2.010444596822777,0.3877171991924964,Elementrem,2
ZCL,Equihash,PoW,5613550.0,21000000,-0.15186908127987195,-2.051344872235828,0.32224710429856357,ZClassic,2
ARK,DPoS,DPoS,108202084.0,125000000,3.7214416579382243,1.4167561891901108,-0.0216906749824408,ARK,0
INSANE,X11,PoW/PoS,18342813.0,30000000,-0.39801059472303174,1.1209730436250287,-0.503276873532886,InsaneCoin,0
KLC,Scrypt,PoW,196297971.0,10000000000,-0.09415294243134996,-1.1630496298539899,0.004079517073664082,KiloCoin,2
ATX,X11,PoW,824000000.0,500000000,-0.21757250443324602,-0.9495317989861307,0.08624979874369984,ArtexCoin,2
EMB,X13,PoW/PoS,92192822723.0,850000000,0.8584497427219075,1.8269212639173122,-0.7303528634035812,EmberCoin,0
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.39837301366368455,1.1209715489858403,-0.5032675981122503,XenixCoin,0
FRE,PoS,PoS,50000000.0,50000000,-0.3593393742309315,1.9389325551245697,-0.14628663166561137,FreeCoin,0
PLNC,Scrypt,PoW/PoS,17089600.0,38540000 ,-0.33425132014508835,0.9106784552662882,-0.5844353984455708,PLNCoin,0
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000,-0.33440561064393964,0.9106680602203229,-0.584430000655103,AquariusCoin,0
KURT,X11,PoW,61364813.0,228000000,-0.2288171163043881,-0.9499388207427828,0.08659113370662493,Kurrent,2
XCRE,PoS,PoS,20000000.0,20000000,-0.3599185820576094,1.938922283285813,-0.1462706374238505,Creatio,0
ENT,X11,PoW/PoS,6069482.07721352,60000000,-0.39794775725052484,1.1209562705353124,-0.5032759527186852,Eternity,0
EUC,SHA-256,PoW/PoS,12416554.0,20000000,-0.31056687672178723,0.8145758315932773,-0.4135577725858613,Eurocoin,0
BCF,Scrypt,PoW/PoS,20244023.640728,33000000,-0.33425207780641614,0.9106821207737964,-0.584435923788896,BitcoinFast,0
XSN,X11,TPoS,75590369.0,76500000,-0.386617352210707,0.5013356057290003,-0.03284776562783585,Stakenet,0
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000,-0.3343994673283783,0.9106777452730414,-0.5844315921977403,BitConnect Coin,0
MONEY,Scrypt,PoW/PoS,10914418.0,650659833,-0.3299856641317332,0.9104924793072667,-0.5845143431454467,MoneyCoin,0
XNG,X11,PoW/PoS,814671.0,5000000,-0.3984019988806623,1.1209692639804207,-0.5032665347529365,Enigma,0
XCI,CryptoNight,PoW,978145.0,21000000,0.3072559163768048,-2.204349928441137,0.42043905615594884,Cannabis Industry Coin,2
RC,Scrypt,PoW/PoS,8377873.0,144000000,-0.33360982357739755,0.9106415213151232,-0.5844459393877073,Russiacoin,0
PND,Scrypt,PoS,33813143821.8337,32514916898,0.35353083601247004,0.8854282599178886,-0.30511580144559924,PandaCoin,0
UNITS,Scrypt,PoW/PoS,3472983.0,13000000,-0.3345987744954537,0.9106773386512,-0.5844265529819833,GameUnits,0
GAKH,Scrypt,PoW/PoS,3315789.0,3315789,-0.3346693739786047,0.9106801178658654,-0.58442520202496,GAKHcoin,0
ASAFE2,Quark,PoS,10517772.7391666,15000000,-0.3526213031232757,1.6518864454133957,-0.24465050679744185,Allsafe,0
LTCR,QuBit,PoW/PoS,30227750.0,78835200,-0.35075522296864703,0.5714419597801622,-0.33289428978882113,LiteCreed,0
OS76,Scrypt,PoW,894026.0,2714286,-0.16743945273851857,-1.1602017618778988,0.005487404063546255,OsmiumCoin,2
BIC,CryptoNight,PoW,9357088.0,25000000,0.3073866330432676,-2.204345757375325,0.4204351714202942,Bikercoins,2
HXX,Lyra2RE,PoW,1876146.4435959999,9999999,-0.14955565657949826,-2.194554734547323,0.41855215146316677,HexxCoin,2
KED,Scrypt,PoW/PoS,23965372.0,500000000,-0.3308947090879329,0.9105456303543142,-0.5844995266327602,Klingon Empire Darsek,0
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000,-0.3106805973693255,0.8145692066606266,-0.41355394806252843,Internet of People,0
KUSH,X11,PoW/PoS,5659096.95728771,9354000,-0.39831194594625685,1.1209710685231804,-0.5032690522873414,KushCoin,0
PRX,Scrypt,PoW/PoS,11821728.0,20000000,-0.3344471510307981,0.9106805982912172,-0.5844308246523409,Printerium,0
PAC,X11,PoW,536982074.0,100000000000,0.4845645465760144,-0.9793036122245888,0.07313054805838917,PacCoin,2
IMPCH,Scrypt,PoW/PoS,308179.0,21933333,-0.3345740784885966,0.9106726574315573,-0.584426474818749,Impeach,0
CTL,CryptoNight-V7,PoW,10969318.522954,185000000,-0.14730807376218455,-2.1275300550401486,0.43591219988570756,Citadel,2
ZBC,Scrypt,PoS,2922613.96424908,55000000,-0.28966444680254577,0.8734502836070298,-0.2872697716171466,Zilbercoin,0
FRST,Scrypt,PoW/PoS ,110000000.0,110000000,-0.26922550433345943,0.352166839637898,-0.2771406287943787,FirstCoin,0
BVC,Scrypt,PoW,3115258.0,3360000,-0.16740774097246539,-1.1602005328301974,0.005486429386168481,BeaverCoin,2
FIND,X13,PoS,14524851.4827,14524851.4827,-0.228793597735737,1.7309831965627416,-0.3961957931855252,FindCoin,0
VLTC,X11,PoW,30385540.0,1000000000,-0.2237205907647515,-0.9501882088144459,0.08650084898045975,VaultCoin,2
ZER,Equihash,PoW,6921653.89980891,17000000,-0.15188147029792542,-2.0513428458839114,0.3222471129038817,Zero,2
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000,-0.31542646412069436,0.9110213771827477,-0.5849565756326275,OpenChat,0
CDN,Scrypt,PoW,99843408.3158479,100000000 ,-0.16554084273398104,-1.1601673874182739,0.005434871329981189,Canada eCoin,2
ZOI,Lyra2RE,PoW,18545757.5,21000000,-0.14927402585337526,-2.1945473409972913,0.4185440182956627,Zoin,2
RNS,Scrypt,PoS,36050365.0,34426423,-0.2894056955872262,0.8734775954672133,-0.28728029079376494,RenosCoin,0
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901,-0.17128087432868658,-2.235793179803072,0.4551262816913866,DubaiCoin,2
XVP,X11,PoW/PoS,13162749.085802699,100000000,-0.3975774371504555,1.1209489137980666,-0.5032841112257666,VirtacoinPlus,0
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000,-0.4225641293734134,2.0761111588936245,-0.7163354634233954,TajCoin,0
IMX,X11,PoW/PoS,110630387.85047099,110000000,-0.3963159473217614,1.1210082963352892,-0.5033244415378635,Impact,0
EB3,Scrypt,PoW,64096052.0,4000000000,-0.138319129765046,-1.1613499953553872,0.0049304517236298615,EB3coin,2
ATMOS,PoS,PoS,111135836.889,110290030,-0.3581650274258759,1.9389537392230582,-0.14631911321340438,Atmos,0
HPC,X11,PoW/PoS,21521322.0099142,100000000,-0.39747533686247366,1.1209542613068126,-0.5032874557866442,HappyCoin,0
CXT,NIST5,PoW,10123200.0,48252000,-0.1964936564790827,-0.6142801786087025,-0.02634554261508995,Coinonat,2
MCRN,PoS,PoS,401421401.0,400000000,-0.3525645871187746,1.9390533026036831,-0.14647379990567266,MacronCoin,0
RAIN,X11,PoW/PoS,121665451.643876,500000000,-0.39341531676606883,1.1208993823560311,-0.5033807293963606,Condensate,0
IMS,Scrypt,PoW/PoS,5368934.0,21212121,-0.3345173759283685,0.9106761095831137,-0.5844284038804282,Independent Money System,0
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000,-0.33451653682088217,0.9106712124671811,-0.5844276976971919,ArgusCoin,0
LMC,Scrypt,PoW/PoS,500000.0,1000000000,-0.32763539485142584,0.9103819336986724,-0.5845566403054445,LomoCoin,0
PROC,SHA-256,PoS,100545745.0,75000000000,0.26690267600704537,0.7551212918040542,-0.1264036784662567,ProCurrency,0
XGR,X11,PoW/PoS,17171382.0,40000000,-0.3979539849044433,1.1209693204989846,-0.5032777348618515,GoldReserve,0
BENJI,Scrypt,PoW,20276099.146523997,35520400,-0.16697004264462195,-1.1601991174503496,0.005475285200149129,BenjiRolls,2
GRW,Scrypt,PoS,295135466.361878,2000000000,-0.2723013309331072,0.87305884848464,-0.28764539298668745,GrowthCoin,0
ILC,SHA-256,PoW,1317747500.0,2500000000,-0.1097705548481707,-1.2562070492205357,0.17550162047958323,ILCoin,2
PHR,PoS,PoS,11390225.974277198,30000000,-0.35995283188359545,1.9389138013803988,-0.14626852240849236,Phreak,0
DEA,Scrypt,PoW/PoS,21358764.0,105000000,-0.333727845180252,0.9106614233945214,-0.5844459462677642,Degas Coin,0
HTML5,X15,PoW/PoS,40659020000.0,90000000000,0.8954739491514028,1.899054995180354,-0.7239757830982539,HTML5 Coin,0
USC,SHA-256,PoS,10343113.0,200084200,-0.26467187554986304,0.7773067402188188,-0.11641874781273409,Ultimate Secure Cash,0
EQT,Scrypt,PoW,13673406.4325268,72000000,-0.16679198550354593,-1.1602141895039708,0.005473075165631856,EquiTrader,2
QTUM,POS 3.0,PoS,100000000.0,100000000,-0.3252981400910444,1.7246796795975854,-0.19205010132664482,QTUM,0
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000,-0.14716613796575748,-2.127469116594555,0.43589960582422155,Quantum Resistant Ledger,2
ESP,536,PoW/PoS,22801882871.0,50000000000,0.6013744213341251,1.848627594927279,-0.8680248603000393,Espers,0
DYN,Argon2d,PoW,19784224.6512734,0,-0.14864367883521654,-2.2230873125715775,0.4255293962385592,Dynamic,2
NANO,Blake2b,PoW,133248297.0,340282367,-0.04485749443008189,-2.1152670415926926,0.530442354397402,Nano,2
CHAN,Cloverhash,PoW,18407259.0885883,30000000,-0.14827832152313192,-2.246037667591905,0.46903394607887733,ChanCoin,2
DCY,CryptoNight,PoW,1809467143.0,2000000000,0.34338152759852814,-2.2037814161703775,0.4194521968282361,Dinastycoin,2
DNR,NIST5,PoW/PoS,4171382.0,10000000,-0.3641014060738012,1.4566078978419503,-0.6162496303885463,Denarius,0
DP,X11,PoW,35138975.0,100000000,-0.23004522774986924,-0.9499175358743824,0.08661865236030443,DigitalPrice,2
VUC,NIST5,PoW/PoS,62942075.0,120000000,-0.3626034119871684,1.4566127866168526,-0.6162877772826842,Virta Unique Coin,0
BTPL,Skein,PoW/PoS,6804362.0,100000000,-0.40673627447744193,1.8905583285288083,-0.7241150276089914,Bitcoin Planet,0
UNIFY,Scrypt,PoW,18133195.0,19276800,-0.16711141611386962,-1.1601956580630453,0.005478303148161301,Unify,2
BRIT,X13,PoW/PoS,21268092.0,30000000,-0.2732446718754872,1.7681971222666877,-0.693362697076877,BritCoin,0
SOCC,Scrypt,PoW,5167775.0, 75000000,-0.16687460644891522,-1.1602205232015856,0.005476079551832282,SocialCoin,2
ARC,X11,PoW,26042364.373555303,60000000,-0.23044001876885806,-0.9499114608029916,0.08662761247607552,ArcticCoin,2
DAS,X11,PoW,2622886.0,18900000,-0.2310175652434621,-0.9499142218720642,0.08664244998478518,DAS,2
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000,0.13034525106578868,0.9015971609936503,-0.594692931112761,Linda,0
XLC,CryptoNight,PoW,14161803.0,54000000,0.30765098761064813,-2.2043513071881606,0.420429391709843,LeviarCoin,2
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2733154780434576,1.768200838757766,-0.6933614801275331,DeepOnion,0
BTX,Time Travel,PoW,17801865.1605478,21000000,-0.1574598919631885,-2.0829059712673783,0.47431170569192466,Bitcore,2
GCN,Scrypt,PoW,163055097500.0,200000000000,3.2426324912940068,-1.1153585968273032,-0.08635719244424771,gCn Coin,2
SMART,Keccak,PoW,2241009149.22257,5000000000,-0.11328110101759944,-1.2514391583054283,0.07722252274485297,SmartCash,2
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000,-0.33664238943676117,1.6875236309587844,-0.1852636370072229,Signatum,0
ONX,X11,PoW,122475638.389743,1100000000,-0.22188651775988102,-0.9501590298172012,0.0864506998728609,Onix,2
CRM,Skein,PoW/PoS,47331802.477423795,100000000,-0.40624123024184106,1.8905842565005337,-0.7241312440723903,Cream,0
BCH,SHA-256,PoW,17995589.6469082,21000000,-0.14322786773820004,-1.2563014057695463,0.1763514190904152,Bitcoin Cash,2
XMCC,X11,PoW/PoS,12569262.535930699,9507271,-0.39822645102843524,1.1209754438159647,-0.5032718376751358,Monoeci,0
DFT,Scrypt,PoS,18663297.348979898,17405891.19707116,-0.2897387870111131,0.8734715332323977,-0.2872710697797803,Draftcoin,0
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466,4.404845818145752,0.1860490372852954,6.432461616598695,Vechain,2
SOJ,Scrypt,PoW,485214.0,10500000000,-0.09299885809488091,-1.1633235880527386,0.0040913656899337885,Sojourn Coin,2
STCN,PoS,PoS,4000000.0,61599965,-0.35981900032269076,1.9388996765427629,-0.14626976830235852,Stakecoin,0
NYC,Scrypt,PoW,143006669741.68698,0,1.579362318163167,-1.0687110983393964,-0.051733907456350876,NewYorkCoin,2
FRAZ,Scrypt,PoW,9704042.0,20000000,-0.16720924968583242,-1.1602012657834115,0.0054815797606881465,FrazCoin,2
KRONE,Scrypt,PoW,17453749.4042601,84000000,-0.16666070579787579,-1.160215339403914,0.005469966444638142,Kronecoin,2
ACC,Scrypt,PoW,32646731.063036,100000000,-0.16636165271688738,-1.160210377390681,0.005461759098968347,AdCoin,2
LINX,Scrypt,PoW,33716526.0,100000000,-0.16634858513081277,-1.1602096929750714,0.005461331036148886,Linx,2
XCXT,Scrypt,PoW/PoS,19539588.0,48252000,-0.3341525170190159,0.9106771346336491,-0.5844376705267312,CoinonatX,0
ETHD,Scrypt,PoW/PoS,4200000.0,4200000,-0.3346523025808839,0.910680420614959,-0.5844256734344431,Ethereum Dark,0
SUMO,CryptoNight,PoW,8946653.0,88888888,0.3078347124856272,-2.204365018514761,0.42042683804460973,Sumokoin,2
ODN,SHA-512,PoS,25000000.0,91388946,-0.32711677878687473,1.9496150777065129,-0.08456115830588903,Obsidian,0
ADA,Ouroboros,PoS,25927070538.0,45000000000,0.6736301075121135,1.7215904045600503,-0.21042376336671145,Cardano,0
REC,X11,PoW/PoS,7262402.04264803,27000000,-0.39816721803461796,1.1209668468902427,-0.5032720408502807,Regalcoin,0
BTCZ,Equihash,PoW,5211553258.01514,21000000000,0.06050241713197641,-2.054252801534159,0.31737369074355315,BitcoinZ,2
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000,-0.33720606199752345,0.49044503073114315,-0.29773281304702826,TrezarCoin,0
ELM,X11,PoW,2702855668.85288,1800000000,-0.18540275447435997,-0.9487163553223584,0.08532509429242408,Elements,2
TER,Scrypt,PoW/PoS,1140734.91680375,15733333,-0.3346078784999255,0.9106750337565244,-0.5844259833166573,TerraNovaCoin,0
VIVO,NeoScrypt,PoW,4165967.57499639,27000000,-0.17476761533684607,-1.5804387401094038,0.29229976837903765,VIVO Coin,2
RUP,Lyra2REv2,PoS,24000000.0,24000000,-0.3172239925073877,0.8682617422456221,-0.029038992265060164,Rupee,0
BTG,Equihash,PoW,17202361.088994,21000000,-0.15172752350914964,-2.0513374581390407,0.3222424672050623,Bitcoin Gold,2
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000,0.43449815056856167,0.9342473592439686,-0.6071389343154477,WomenCoin,0
MAY,SHA-256,PoW/PoS,92050800.0,100000000,-0.30902679021641366,0.8146029891672845,-0.41360027754610235,Theresa May Coin,0
NAMO,NIST5,PoW/PoS,560563220.0,1200000000,-0.34886571021650287,1.4566099881556624,-0.6166305395929618,NamoCoin,0
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000,-0.39778461424569916,1.8229804533420961,-0.5281826775782608,LUXCoin,0
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.15623478617364897,-2.1409769702587513,0.4302633011397791,Pirl,2
XIOS,Scrypt,PoW/PoS,2149688.0,21000000,-0.334558203480046,0.9106741131056124,-0.5844270875327934,Xios,0
BTDX,Quark,PoW/PoS,30711550.5294042,200000000,-0.395705826954413,1.6890585648867618,-0.5418453405467503,Bitcloud 2.0,0
EBST,Scrypt,PoW,99990001.493466,100000000,-0.1655390520927093,-1.1601672936333292,0.005434812672862123,eBoost,2
KEK,POS 2.0,PoS,12330806.30517,21000000,-0.33487401519061205,1.821546119434538,-0.1840396450612221,KekCoin,0
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.33442864574732073,0.9106850531433835,-0.5844319484033923,BlackholeCoin,0
XIN,SHA-256,PoS,8999999990.0,9000000000,-0.09245484418790398,0.7804411734811215,-0.12118626929287322,Infinity Economics,0
PURA,X11,PoW,175215859.0,350000000,-0.2265612109273717,-0.9499022620007456,0.08652935114172376,Pura,2
INN,NeoScrypt,PoW,6375259.04,45000000,-0.1746129747495868,-1.5804426793229893,0.29229649025537624,Innova,2
ELLA,Ethash,PoW,12756367.0,280000000,-0.14498583159796108,-2.010528671649547,0.3876888244968889,Ellaism,2
GBX,NeoScrypt,PoW,5832306.875,31800000,-0.1747132198698902,-1.580439101416519,0.29229846318891756,GoByte,2
MAG,X11,PoW/PoS,38198594.8342105,144000000,-0.39695958020755445,1.120951846590423,-0.5032999812176657,Magnet,0
TAU,DPoS,DPoS,288090567.493887,500000000,3.7262984611345846,1.4167597619740666,-0.021812531980750036,Lamden Tau,0
ECA,NIST5,PoW/PoS,28399150208.0,30000000000,0.19543010667863228,1.465855876537395,-0.6316003163082579,Electra,0
BCD,X13,PoW/PoS,183534024.88980702,210000000,-0.26998604722349734,1.7682474076927635,-0.6934515664994974,Bitcoin Diamond,0
XSH,Multiple,PoW,481730566.566176,660000000,-0.12178051677973342,-1.7708574103449886,0.3906674717386176,SHIELD,2
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000,-0.3318885068998525,0.9106875341265339,-0.58449577131663,Cash & Back Coin,0
XUN,CryptoNight,PoW,19281821413.4924,85000000000,1.1454338157312651,-2.2172848494596895,0.4014213916892313,UltraNote,2
COAL,CryptoNight,PoW,4500000.0,12500000,0.3072386549112388,-2.2043451476530347,0.42043877748808345,BitCoal,2
DAXX,Ethash,PoW,520891780.0,10000000000,-0.06984577403708044,-2.0130940093855494,0.3861926832404531,DaxxCoin,2
BWK,NIST5,PoS,13247178.880728599,27716121,-0.31922171297781404,1.4193942225326002,-0.31909347089186874,Bulwark,0
KLKS,Quark,PoS,16955764.902064003,20000000,-0.35250720335622326,1.6518890773612278,-0.24465374789596417,Kalkulus,0
AC3,X11,PoW,80316207.0,550000000,-0.22630203594523612,-0.950022449069627,0.08654072265202072,AC3,2
LTHN,CryptoNight-V7,PoW,441250233.377,999481516,-0.13627596317574875,-2.1274969784164495,0.4356316983357368,Lethean,2
GER,Scrypt,PoW/PoS,4911500269.41,50000000000,0.07985523728179468,0.8989527434736322,-0.593038999197875,GermanCoin,0
LTCU,Scrypt,PoW/PoS,8419402.321,150000000,-0.33356676495931675,0.9106397636716184,-0.5844467540410413,LiteCoin Ultra,0
POP,Scrypt,PoW,3964201248.87125,4999999999,-0.08358730630782299,-1.159152219668073,0.0032368755935860503,PopularCoin,2
PNX,X11,PoW/PoS,45174214.1078625,50000000,-0.39754101034608047,1.120984261997699,-0.5032902698461065,PhantomX,0
PHO,BLAKE256,PoW,30089671530.5228, 90000000000,1.0940112116390859,-1.2402630015071234,0.11847372582613636,Photon,2
